Type,Name,Contact Info,Street Address,Borough,Zip Code,Days of Operation,Hours of Operation,State,Latitude,Longitude,City,Country
FPH, MUNA SOCIAL SERVICE INC ,347-400-2644,1033 GLENMORE AVENUE,Brooklyn,11208,Wednesday,3-5PM,New York,40.6768076,-73.8718701,,
Food Pantry,OPEN DOOR TO HEAVEN OUTREACH MINISTRY INC ,347-822-0714,474 SHEPHERD AVENUE,Brooklyn,11208,Saturday(3),1-2PM,New York,40.6726462,-73.8805689,,
Food Pantry,PRESBYTERIAN CHURCH OF THE CROSSROADS ,646-322-3992,133 ELTON STREET,Brooklyn,11208,"Wednesday(2,4)",10AM-12PM,New York,40.6805316,-73.8846916,,
Food Pantry,"SECOND ST. PAUL CHURCH OF CHRIST, DISCIPLE OF CHRIST, INC ",718-235-8922,1048 SUTTER AVE,Brooklyn,11208,"Saturday(2,4)",8-10AM,New York,40.6714572,-73.8799927,,
Food Pantry,YMCA COMMUNITY MARKET-NORTH BROOKLYN YMCA ,212-912-2230,570 JAMAICA AVENUE,Brooklyn,11208,"Tuesday(1,3)",12-5PM,New York,40.6849854,-73.8827396,,
Food Pantry,BRCDC FOOD PROGRAM ,347-560-6700,9818 FORT HAMILITON PARKWAY,Brooklyn,11209,Saturday,11AM-2PM,New York,,,,
Food Pantry,OUR LADY OF ANGELS HUMAN SERVICES ,718-726-9790,336 73RD STREET,Brooklyn,11209,Wednesday,9:30AM-12PM&1:30-3PM,New York,40.6323522,-74.0261976,,
Food Pantry,ADMIRABLE CHURCH INC ,347-779-7192,1910 FLATBUSH AVENUE,Brooklyn,11210,Saturday(4),10AM-12PM,New York,40.6231066,-73.9377206,,
Food Pantry,COMMUNITY CARE FOOD PANTRY ,917-304-3406,1387 EAST 37TH STREET,Brooklyn,11210,Saturday,11AM-2:30PM,New York,40.6221941,-73.9389472,,
Food Pantry,EVANGELICAL CRUSADE FOOD PANTRY ,718-734-7250,557 EAST 31ST STREET,Brooklyn,11210,"Wednesday(2,4)",2-4PM,New York,40.6373038,-73.9468306,,
Food Pantry,LIFEBRIDGE NY ,718-233-5004,1895 FLATBUSH AVENUE,Brooklyn,11210,Wednesday,5-7PM,New York,40.623633,-73.937798,,
Food Pantry,OUR LADY OF REFUGE R.C. CHURCH ,718 434-2090,2020 FOSTER AVE.,Brooklyn,11210,Wednesday,10AM - 1PM,New York,40.6364456,-73.9576158,,
Food Pantry,TREASURES IN EARTHEN JARS FOOD PANTRY ,718-308-9147,4124 AVENUE H,Brooklyn,11210,Saturday,1-3PM,New York,40.6322132,-73.9362853,,
Food Pantry,"SOUTHSIDE UNITED H.D.F.C., INC - LOS SURES ",718-599-1940,145 SOUTH 3RD STREET,Brooklyn,11211,Tuesday,9AM-12PM,New York,,,,
Food Pantry,TRANSFIGURATION CHURCH ,718-782-8181,263 & 280 MARCY AVENUE,Brooklyn,11211,"Tuesday,",WED 9AM-12PM,New York,,,,
Food Pantry,BETHANY GOSPEL CHAPEL INC ,718-929-1234,521 THOMAS S. BOYLAND STREET,Brooklyn,11212,"Saturday(2,4)",6:30-7:30AM,New York,40.6681126,-73.9129337,,
Food Pantry,BROWNSVILLE TEMPLE SEVENTH DAY ADVENTIST CHURCH ,718-345-3689,1089 CLARKSON AVE,Brooklyn,11212,"Sunday(1,3)",11AM-1PM,New York,40.6600459,-73.9222796,,
Food Pantry,CHURCH OF GOD INC. ,718 493-3031,1011 WINTHROP STREET,Brooklyn,11212,Saturday,12-1PM,New York,40.6602562,-73.9261211,,
Food Pantry,EBENEZER SEVENTH DAY ADVENTIST CHURCH ,718-879-0542,1234 EAST NEW YORK AVENUE,Brooklyn,11212,Wednesday,10:30AM-12PM,New York,40.6674567,-73.9213408,,
Food Pantry,HOPE CENTER DEVELOPMENT CORPORATION ,718 385-1043,414 EAST 95TH STREET,Brooklyn,11212,"Saturday(1,2,3,4)",11AM-1:30PM,New York,40.6569701,-73.9187173,,
Soup Kitchen,HOPE CENTER DEVELOPMENT CORPORATION ,718 385-1043,409 EAST 95TH STREET,Brooklyn,11212,"Saturday(1,2,3,4)",11AM-1:30PM,New York,40.6571193,-73.9184001,,
Food Pantry,LITTLE JERUSALEM HOUSE OF PRAYER ,718-922-7446,447 HERZL STREET,Brooklyn,11212,"Saturday(2,4)",1-2PM,New York,40.6589333,-73.9127049,,
Food Pantry,MT. HEBRON CHURCH OF CHRIST ,347-454-4915,167 CHESTER STREET,Brooklyn,11212,Saturday,9-10:30AM,New York,40.6676835,-73.9110757,,
Food Pantry,NEW LIFE SEVENTH DAY ADVENTIST CHURCH ,718-385-0463,885-87 THOMAS BOYLAND STREET,Brooklyn,11212,Monday/Tuesday/Sunday,5-7PM/6-8PM/8-10AM(info by zip code in alpha order),New York,,,,
Food Pantry,OUR LADY OF MERCY CHURCH ,718 346-3166,680 MOTHER GASTON BLVD.,Brooklyn,11212,"Monday,Friday",9-11AM,New York,40.6620272,-73.9050087,,
Food Pantry,PEOPLES BAPTIST CHURCH ,718-676-0318,105 RIVERDALE AVENUE,Brooklyn,11212,"Saturday(2,4)",12-2PM,New York,40.6606067,-73.9128827,,
Food Pantry,URBAN STRATEGIES INC ,718 346-2539,61-71 RIVERDALE AVENUE,Brooklyn,11212,Tuesday,8-10AM,New York,,,,
Food Pantry,WORLD FOR CHRIST FOOD SERVICES ,347-249-8928,1091 CLARKSON AVENUE,Brooklyn,11212,"Saturday(2,4)",10AM-12PM,New York,40.6600401,-73.9221932,,
Soup Kitchen,BETHANY UNITED METHODIST CHURCH ,718 774-5689,1208 ST. JOHN'S PLACE,Brooklyn,11213,Tuesday/,THUR(1ST) 12:30-2:30PM/ 5-7PM,New York,,,,
Food Pantry,BETTER COMMUNITY FOOD PANTRY ,347-240-9352,218 BUFFALO AVENUE,Brooklyn,11213,Saturday,9AM-1PM,New York,40.6716619,-73.925563,,
FPK, CROWN HEIGHTS JEWISH COMMUNITY COUNCIL ,718-771-9000,899 MONTGOMERY STREET,Brooklyn,11213,Wednesday,1:30-3PM,New York,40.664633,-73.9347869,,
FPK, NAT'L COMM. FOR FUTH. OF JEWISH ED.,718 735-0200,824 EASTERN PARKWAY,Brooklyn,11213,Friday,12-1PM,New York,40.6688147,-73.9410416,,
Food Pantry,THE CHURCH OF ST. MARK ,718 756-6607,1417 UNION STREET,Brooklyn,11213,"Friday(1,2,3,4)",11:30AM-1:30PM,New York,40.6687811,-73.9445473,,
FPK, BENSONHURST COUNCIL OF JEWISH ORGANIZATIONS ,718 333-1834,8635 21ST AVE,Brooklyn,11214,Tuesday,10AM-4PM,New York,40.6023802,-73.9966034,,
Food Pantry,HEALTH ESSENTIAL ASSOCIATION CPMM ,646-515-6898,2336 86TH STREET,Brooklyn,11214,"Thursday(1,3)",10AM-12PM,New York,40.5999536,-73.9907383,,
Food Pantry,WE CREATE COMMUNITY FOOD PANTRY ,347-409-5414,8501 NEW UTRECHT AVENUE,Brooklyn,11214,Thursday,10:30-11:30AM,New York,40.6072092,-74.0014424,,
Food Pantry,AL-MADINAH SCHOOL INC ,718-222-4986,383 3RD AVENUE,Brooklyn,11215,Friday(3RD),12:30-2:30PM,New York,40.6742827,-73.9882724,,
Food Pantry,CAMP FRIENDSHIP FOOD PANTRY IN PARK SLOPE ,718-965-3695,339 8TH STREET,Brooklyn,11215,Saturday,9AM-12PM,New York,40.6690698,-73.983769,,
Food Pantry,BEDFORD CENTRAL PRESBYTERIAN CHURCH ,718-467-0740,1200 DEAN STREET,Brooklyn,11216,"Thursday(2,4)",10:30AM-2:30PM,New York,40.6765906,-73.9495622,,
Food Pantry,BEULAH CHURCH OF GOD IN CHRIST JESUS ,718-636-8500,956 MARCY AVENUE,Brooklyn,11216,"Tuesday,Thursday",10:30AM-1PM,New York,40.6806203,-73.9466317,,
Food Pantry,FAMILY LIFE DEVELOPMENT CENTER ,718 636-4938,1476 BEDFORD AVENUE,Brooklyn,11216,Monday,4-6PM,New York,40.6729455,-73.9545815,,
Food Pantry,HEBRON SEVENTH DAY ADVENTIST CHURCH ,718 778-6454,1256 DEAN STREET,Brooklyn,11216,"Wednesday(1,3)",9-10:30AM,New York,40.6766392,-73.9476864,,
Soup Kitchen,HEBRON SEVENTH DAY ADVENTIST CHURCH ,718 778-6454,1256 DEAN STREET,Brooklyn,11216,Sunday,12:30-2PM,New York,40.6766392,-73.9476864,,
FPH, MUNA SOCIAL SERVICE DOWNTOWN BROOKLYN ,212-920-6202,50 NEW YORK AVENUE,Brooklyn,11216,"Monday(1,3)",4-5PM,New York,,,,
Soup Kitchen,NEWMAN MEMORIAL UNITED CHURCH COMMUNITY DEVELOPMENT CORP. ,718-622-7955,257 MACON STREET,Brooklyn,11216,Saturday,10AM-2PM,New York,40.6822891,-73.9411052,,
Food Pantry,NEWMAN MEMORIAL UNITED METHODIST CHURCH COMMUNITY DEVELOPMENT ,622-7955 257,257 MACON STREET,Brooklyn,11216,Saturday,10AM-2PM,New York,40.6822891,-73.9411052,,
Food Pantry,SILOAM PRESBYTERIAN CHURCH FOOD PANTRY ,718 789-7050,260 JEFFERSON AVENUE,Brooklyn,11216,Wednesday,10AM-12PM,New York,40.6834706,-73.9473047,,
Soup Kitchen,ST. GEORGE'S EPISCOPAL CHURCH ,718-789-6036,800 MARCY AVENUE,Brooklyn,11216,Tuesday-Thursday,12:30-2PM,New York,40.6862644,-73.9478074,,
Food Pantry,ST. GEORGE'S EPISCOPAL CHURCH FOOD PANTRY ,718-789-6036,800 MARCY AVENUE,Brooklyn,11216,Friday,10AM-3PM,New York,40.6862644,-73.9478074,,
Food Pantry,THE SALVATION ARMY BEDFORD TEMPLE CORPS ,718-721-9046,601 LAFAYETTE AVENUE,Brooklyn,11216,Wednesday,10AM-12PM,New York,40.6900936,-73.9504353,,
Food Pantry,THE TEMPLE OF RESTORATION TTOR FOOD PANTRY ,646-863-4239,18 HERKIMER PLACE,Brooklyn,11216,"Thursday,Thursday/Saturday",10AM-4PM/10AM-1PM,New York,40.6789867,-73.9515805,,
Food Pantry,COMMUNITY HELP IN PARK SLOPE ,718-237-2962,200 FOURTH AVENUE,Brooklyn,11217,"Thursday,Saturday",11:30AM-1PM,New York,,,,
Soup Kitchen,COMMUNITY HELP IN PARK SLOPE INC ,718 237-2962,200 FOURTH AVENUE,Brooklyn,11217,Monday-Saturday,9-10:30AM & 11:30AM-1PM,New York,,,,
Food Pantry,HANSON PLACE SEVENTH DAY ADVENTIST CHURCH ,718-230-0229,88 HANSON PLACE,Brooklyn,11217,Thursday,1:30-5PM,New York,40.68545,-73.974105,,
Food Pantry,IMMANUEL FIRST SPANISH UNITED METHODIST CHURCH ,718-624-3300,424 DEAN STREET,Brooklyn,11217,Tuesday,1-2:45PM(info by zip code in alpha order),New York,40.6820991,-73.9772496,,
Food Pantry,NEXT STEP COMMUNITY CHURCH ,718 875-1858,360 SCHERMERHORN STREET,Brooklyn,11217,"Saturday(2,3,4)",9-10:30AM,New York,40.6865211,-73.9803368,,
Soup Kitchen,NEXT STEP COMMUNITY CHURCH ,718-875-1858,360 SCHERMERHORN STREET,Brooklyn,11217,"Monday,Tuesday,Wednesday",9-10AM,New York,40.6865211,-73.9803368,,
Food Pantry,SOUTH BKLYN SEVENTH DAY ADVENTIST CHURCH COMMUNITY SERVICE PROGRAM ,718 783-1662,42 PROSPECT PLACE,Brooklyn,11217,"Sunday(1,3)",11AM-2PM,New York,40.6795791,-73.9766307,,
Food Pantry,CHRIST APOSTOLIC CHURCH GOKE FOOD PANTRY ,718-284-7479,622 CORTELYOU ROAD,Brooklyn,11218,"Tuesday(1,3)/Saturday(2,4)",2-4PM/9AM-1PM,New York,40.6385091,-73.9725676,,
FPH, MUNA SOCIAL SERVICE BROOKLYN ISLAMIC CENTER ,212-920-6202,722 CHURCH AVENUE,Brooklyn,11218,"Monday(2,4)",3-4PM,New York,40.6454982,-73.9724694,,
Food Pantry,PASWO ,929-527-684,930 DITMAS AVENUE,Brooklyn,11218,Wednesday,1-3PM,New York,40.6364353,-73.9683378,,
FPK, TOMCHE SHABBOS OF BORO PARK ,718 259-5576,6225 NEW UTRECHT AVE,Brooklyn,11219,Wednesday,3-5PM,New York,40.6317653,-73.99542,,
FPK, ZICHRON ACHEINU LEVY-MENACHEM TZION ,347-742-0552,4518 11TH AVENUE,Brooklyn,11219,Wednesday,10-11AM,New York,40.6396459,-73.9947696,,
Food Pantry,ACADEMY OF MEDICAL & PUBLIC HEALTH SERVICES ,212-256-903,5306 3RD AVENUE - 2ND FL,Brooklyn,11220,"Saturday(1,3)",2-4PM,New York,,,,
FPH, MUSLIMS GIVE BACK ,347-435-7115,273 54TH STREET,Brooklyn,11220,Saturday,10AM-12PM,New York,40.6459873,-74.0176455,,
Food Pantry,THE SALVATION ARMY SUNSET PARK CORPS ,718 438-1771,520 50TH STREET,Brooklyn,11220,"Tuesday,Wednesday,Thursday",10AM-12PM,New York,40.6446461,-74.009981,,
Soup Kitchen,THE SALVATION ARMY SUNSET PARK CORPS ,718 438-1771,520 50TH STREET,Brooklyn,11220,Tuesday-Thursday,12:30-1:30PM,New York,40.6446461,-74.009981,,
Food Pantry,THE TABLE AT THE FAMILY SUPPORT CENTER AT NYU LANGONE ,718-630-7171,550 59TH STREET,Brooklyn,11220,Friday,9AM-12PM,New York,40.639325,-74.0145066,,
Food Pantry,COLLECTIVE FOCUS FOOD JUSTICE PANTRY PROGRAM ,724-584-8501,1046 BROADWAY,Brooklyn,11221,Tuesday,1-3PM,New York,40.6952969,-73.9320726,,
Food Pantry,"FAITH CENTER FOR HUMAN SERVICES, INC ",646-431-9729,1014-18 GATES AVENUE,Brooklyn,11221,Saturday,9:30AM-12PM,New York,,,,
Soup Kitchen,"FAITH CENTER FOR HUMAN SERVICES, INC ",646-431-9729,1014-18 GATES AVENUE,Brooklyn,11221,Saturday,9:30AM-12PM,New York,40.6915381,-73.9200581,,
FPM, METRO MINISTRIES INTERNATIONAL ,718-453-3352,871 BUSHWICH AVENUE,Brooklyn,11221,"Saturday(1,3)",10:30AM-12PM,New York,,,,
Food Pantry,NORTHEAST BROOKLYN HOUSING DEVELOPMENT CORPORATION ,718-453-9490,376 THROOP AVENUE,Brooklyn,11221,"Tuesday,Thursday/Saturday(3RD)",9AM-12PM/10AM-12PM,New York,40.6913236,-73.9428995,,
Food Pantry,OPEN DOOR FAMILY LIFE CENTER INC ,718-455-3545,999 GREEN AVENUE,Brooklyn,11221,Saturday,8:30-10:30AM,New York,,,,
Food Pantry,ST. JOHN'S BREAD & LIFE FOOD PANTRY ,718 574-0058,795 LEXINGTON AVE,Brooklyn,11221,Monday-Thursday,8AM-1PM,New York,40.6903916,-73.928899,,
Soup Kitchen,ST. JOHN'S BREAD & LIFE PROGRAM ,718 574-0058,795 LEXINGTON AVE,Brooklyn,11221,Monday-Thursday,10AM-12PM,New York,40.6903916,-73.928899,,
Food Pantry,THE SALVATION ARMY BUSHWICK CORPS ,718 455-4102,1151 BUSHWICK AVENUE,Brooklyn,11221,"Monday,Tuesday,Thursday",10AM-12:30PM,New York,40.6892549,-73.9173135,,
Soup Kitchen,THE SALVATION ARMY BUSHWICK CORPS ,718 455-4102,1151 BUSHWICK AVENUE,Brooklyn,11221,"Monday,Tuesday,Thursday,Friday",12:30-2PM,New York,40.6892549,-73.9173135,,
Food Pantry,THURSTON MEMORIAL OUTREACH MINISTRIES ,718 452-3646,1243 BUSHWICK AVE,Brooklyn,11221,Friday,2-4:30PM,New York,40.6878657,-73.9145975,,
Food Pantry,GREENPOINT REFORMED CHURCH FOOD PANTRY ,517-643-2998,136 MILTON STREET,Brooklyn,11222,Thursday,4-7PM,New York,40.7292081,-73.9549728,,
Food Pantry,OUR LADY OF GRACE PARISH MINISTRY ,718-645-2120,2322 EAST 4TH STREET,Brooklyn,11223,"Monday,Wednesday,Thursday",9-11:30AM,New York,40.5935074,-73.9671148,,
SKM, OUR LADY OF GRACE PARISH MINISTRY ,718-645-2120,3162 BRIGHTON 4TH STREET,Brooklyn,11223,Wednesday,12-12:30PM,New York,40.5762023,-73.9632051,,
Food Pantry,SALT & SEA MISSION CHURCH INC. ,917-873-9261,2417-2419 STILLWELL AVE,Brooklyn,11223,"Tuesday,Thursday,Sunday",10:30AM-12:45PM,New York,40.5962102,-73.9851649,,
FPK, SEPHARDIC BIKUR HOLIM FOOD PANTRY ,718-787-1100,425 KINGS HIGHWAY,Brooklyn,11223,"Monday,Tuesday,Wednesday,Thursday/Friday/Tuesday,Thursday",9A-12:30P/9-11A/2-3:30P,New York,40.6047473,-73.9749185,,
Food Pantry,ACTS COMMUNITY DEVELOPMENT CORPORATION ,718 415-1170,2114 MERMAID AVE,Brooklyn,11224,Tuesday/Thursday,6-7:15M/11AM-2:15PM,New York,40.576042,-73.9884146,,
Soup Kitchen,ACTS COMMUNITY DEVELOPMENT CORPORATION ,718-415-1170,2114 MERMAID AVE,Brooklyn,11224,Wednesday/Friday,6-7:15PM,New York,40.576042,-73.9884146,,
Food Pantry,CATHOLIC CHARITIES ,718-722-6001,2866 WEST 17TH STREET,Brooklyn,11224,Monday,9:30AM-1:30PM(info by zip code in alpha order),New York,40.577224,-73.985123,,
Food Pantry,KINGDOM GLOBAL MISSIONS ,718-310-5677,2945 WEST 33RD STREET,Brooklyn,11224,"Saturday(1,3)",12-3PM,New York,40.5739174,-73.9987813,,
Food Pantry,CHANCE FOR CHILDREN ,347-616-3228,11 McKEEVER PLACE - 1ST FLOOR (BASEMENT LEVEL),Brooklyn,11225,Friday,10AM-12:30PM,New York,,,,
Food Pantry,GETHSEMANE SEVENTH DAY ADVENTIST CHURCH ,718-467-4181,357 EMPIRE BLVD,Brooklyn,11225,Sunday/Wednesday,12-1PM/5-6PM,New York,40.6642388,-73.9500351,,
Food Pantry,HOREB SEVENTH DAY ADVENTIST COMMUNITY SERVICES ,718-778-7373,520 KINGSTON AVE,Brooklyn,11225,Tuesday,10-11AM,New York,40.661007,-73.9430111,,
Food Pantry,LADIES IN WAITING ,718-469-8816,276 FENIMORE STREET,Brooklyn,11225,Tuesday,10AM-1PM,New York,40.6582933,-73.9535473,,
Food Pantry,"SANCTIFIED CHURCH OF GOD, INC/COMMUNITY FEEDING PROGRAM ",718-493-2385,404 LEFFERTS AVE,Brooklyn,11225,Saturday,12-1PM,New York,40.6622285,-73.9480835,,
Food Pantry,BETHANIE FRENCH SEVENTH DAY ADVENTIST CHURCH ,929-340-4778,2059 BEDFORD AVENUE,Brooklyn,11226,"Thursday(1,3)",10AM-12PM,New York,40.6544917,-73.9558306,,
Food Pantry,CALVARY PENTECOSTAL CHURCH ,718 469-8252,151 WOODRUFF AVENUE,Brooklyn,11226,Thursday,10AM-12PM,New York,40.6545605,-73.9611444,,
Food Pantry,CHURCH OF GOD OF SALVATION ,718-693-6486,1615 NOSTRAND AVE,Brooklyn,11226,Wednesday/Thursday,2-4PM/10AM-4PM,New York,40.6466617,-73.9488853,,
Food Pantry,EMMAUS SEVENTH DAY ADVENTIST CHURCH ,704-502-1450,1144 FLATBUSH AVENUE,Brooklyn,11226,Tuesday,12:30-2PM,New York,40.6423724,-73.9579146,,
Food Pantry,FERNANDE VALME' MINISTRIES INC ,718 284-1809,1120 FLATBUSH AVE,Brooklyn,11226,Thursday,10-11AM,New York,40.6431058,-73.9580521,,
Food Pantry,FLATBUSH SEVENTH DAY ADVENTIST CHURCH ,718-693-9180,261 EAST 21ST STREET,Brooklyn,11226,Monday,11AM-1PM,New York,40.6480636,-73.9590776,,
Food Pantry,GOSHEN TEMPLE OF SEVENTH DAY ADVENTIST CHURCH ,917-847-5528,2414 CHURCH AVENUE,Brooklyn,11226,Wednesday,1-3PM,New York,40.650458,-73.9555577,,
Food Pantry,HOLY CROSS FOOD PANTRY - BROOKLYN ,718 469-5900,2530 CHURCH AVENUE,Brooklyn,11226,"Tuesday,Thursday",2-3:30PM,New York,40.6503867,-73.9535234,,
Food Pantry,PENIEL HAITIAN CHURCH OF C AND MA ,718-469-3685,2741 ALBEMARLE ROAD,Brooklyn,11226,Saturday/Saturday(2ND),10AM-12PM/1-3PM,New York,40.6483058,-73.9506347,,
Food Pantry,ST. MARK'S UNITED METHODIST CHURCH ,718-282-6304,2017 BEVERLEY ROAD,Brooklyn,11226,Friday,12-3PM,New York,40.6452384,-73.9592585,,
Food Pantry,HEALTH ESSENTIAL ASSOCIATION INC ,646-515-6898,2101 EAST 16TH STREET - 2ND FLOOR,Brooklyn,11229,Friday(4TH),10AM-12PM,New York,,,,
FPK, KINGS BAY Y FOOD PANTRY ,718-648-7703,3495 NOSTRAND AVENUE,Brooklyn,11229,Friday(2),9:30-11AM,New York,40.5989713,-73.9412425,,
Food Pantry,BROOKLYN MEAL SHARE  ,NONE PROVIDED,1323 FOSTER AVENUE,Brooklyn,11230,Saturday,5-7PM,New York,40.633753,-73.9641784,,
FPH, COPO FOOD PANTRY ,718-434-3266,1077 CONEY ISLAND AVENUE,Brooklyn,11230,Friday,10:30AM-4:30PM,New York,40.6313315,-73.966217,,
FPH, ICNA RELIEF QUBA PANTRY ,214-463-3227,634 RUGBY ROAD,Brooklyn,11230,Tuesday,1-3PM,New York,,,,
FPK, MASBIA OF FLATBUSH ,718-972-4446,1372 CONEY ISLAND AVE,Brooklyn,11230,Monday-Thursday,11AM-7PM,New York,40.6241122,-73.9651583,,
SKK, MASBIA OF FLATBUSH ,718-972-4446,1372 CONEY ISLAND AVE,Brooklyn,11230,Monday-Thursday,3-7PM,New York,40.6241122,-73.9651583,,
Food Pantry,PAYO FOOD PANTRY ,718-713-2000,1045 CONEY ISLAND AVENUE,Brooklyn,11230,Thursday,3-5PM,New York,40.6321382,-73.966624,,
Food Pantry,"FOOD FIRST, INC ",917-560-1119,165 CONOVER STREET,Brooklyn,11231,Wednesday/Friday,11AM-1PM/10AM-12PM,New York,40.6782158,-74.0138648,,
Food Pantry,MOVEMENT OF PENTECOSTAL CHRISTIAN CHURCH ,347-219-0947,90-92 SUMMIT STREET,Brooklyn,11231,Sunday,12:30-2PM,New York,40.6820714,-74.0036041,,
Food Pantry,RED HOOK COMMUNITY - REDEMPTION CHURCH ,347-526-2697,27 HUNTINGTON STREET,Brooklyn,11231,Thursday,10AM-12PM,New York,40.677848,-74.004978,,
Food Pantry,CENTER FOR FAMILY LIFE ,718 492-3585,443 39TH STREET,Brooklyn,11232,"Tuesday,","W, THUR 1-4PM",New York,40.6520735,-74.0047724,,
Food Pantry,BLESSED ASSURANCE CHURCH OF GOD BLESSED ASSURANCE CHARITY INC ,347-965-1725,2093 FULTON STREET,Brooklyn,11233,Saturday,9-11AM,New York,40.678438,-73.9093234,,
Food Pantry,BROOKLYN RESCUE MISSION URBAN HARVEST CENTER INC ,917-426-3001,426 DECATUR STREET,Brooklyn,11233,"Tuesday,Wednesday",10-11:30AM,New York,40.6822205,-73.925766,,
Food Pantry,CHURCH OF PRAISE AND WORSHIP GOD IN CHRIST ,347-462-5679,526 RALPH AVENUE,Brooklyn,11233,Saturday,10AM-1PM(info by zip code in alpha order),New York,40.6714186,-73.922554,,
Food Pantry,COMMUNITY SERVICES HOUSING DEVELOPMENT CORP. ,646-794-5961,547 HOWARD AVE,Brooklyn,11233,Thursday,10AM-12PM,New York,40.6690096,-73.9198205,,
Food Pantry,GLOVER MEMORIAL BREAD OF LIFE FOOD PANTRY ,929-453-9611,2134 DEAN STREET,Brooklyn,11233,Wednesday,12-2PM,New York,40.6749092,-73.9170298,,
Food Pantry,"GOD'S DELIVERANCE TEMPLE, INC ",347-234-3828,438 RALPH AVENUE,Brooklyn,11233,Tuesday,11AM-12PM,New York,40.6741786,-73.9223497,,
Soup Kitchen,NEIGHBORS TOGETHER ,718 498-7256,2094 FULTON STREET,Brooklyn,11233,Monday-Friday/Monday-Thursday,12-2PM/4-6PM,New York,40.6783267,-73.9139907,,
Soup Kitchen,OPIN ,718-421-014,1768 ST. JOHNS PLACE,Brooklyn,11233,Friday,2-4PM,New York,40.6696034,-73.9184993,,
Food Pantry,ST. PAUL PENTECOSTAL CHURCH ,917-604-9644,133 THOMAS S BOYLAND STREET,Brooklyn,11233,Saturday,11AM - 1PM,New York,40.6803757,-73.9136657,,
Food Pantry,ST. PHILIP'S EPISCOPAL/ST. BENEDICT'S PANTRY ,718 778-8700,265 DECATUR STREET,Brooklyn,11233,Wednesday,11AM-1PM,New York,40.6816804,-73.9332453,,
Food Pantry,TRUE HOLY CHURCH OF GOD IN CHRIST JESUS ,718 385-0248,2364 ATLANTIC AVENUE,Brooklyn,11233,Saturday,10AM-12PM,New York,40.6758948,-73.9067505,,
FPK, BNAI RAPHAEL CHESED ORGANIZATION INC ,718-951-2302,3846 FLATLANDS AVENUE,Brooklyn,11234,"Monday,Tuesday,Wednesday/Thursday/Friday,Sunday",10A-3:3P/10A-5P/APPT ONLY,New York,40.6195535,-73.9375014,,
FPK, FLATBUSH COMMUNITY FUND ,718-850-3545,1968 FLATBUSH AVENUE,Brooklyn,11234,Thursday,12-2PM,New York,40.6216096,-73.9362599,,
Food Pantry,GRANT HOUSE UNITY CORPORATION ,631-652-3700,2046 FLATBUSH AVENUE,Brooklyn,11234,"Wednesday,Thursday",11AM-4PM,New York,40.6198865,-73.9341639,,
Food Pantry,MAMRE ENRICHMENT PROGRAM ,646-617-8775,1623 UTICA AVENUE,Brooklyn,11234,Sunday(1ST),10AM-12PM,New York,40.6326244,-73.9279817,,
FPK, METROPOLITAN COUNCIL ON JEWISH POVERTY ,718-763-5318,5361 PRESTON COURT,Brooklyn,11234,"Tuesday,Thursday",3-5PM,New York,40.6388871,-73.923861,,
Food Pantry,APNA FOOD PANTRY BRIGHTON BEACH ,718-513-4700,225 NEPTUNE AVENUE,Brooklyn,11235,Wednesday,2-3PM,New York,40.5818395,-73.9616905,,
FPK, CHABAD - OCEANVIEW JEWISH CENTER ,718-796-2462,3100 BRIGHTON 4TH STREET,Brooklyn,11235,Monday(1),10-11AM,New York,40.5766231,-73.9634435,,
FPH, ICNA RELIEF USA FOOD PANTRY ,718-658-2028,273 NEPTUNE AVENUE,Brooklyn,11235,Monday,12-1PM,New York,40.5814571,-73.9634914,,
Food Pantry,BAY VIEW HOUSES RESIDENT ASSOCIATION ,347-307-0030,2085 ROCKAWAY PARKWAY,Brooklyn,11236,"Thursday(1,2,3)",9:30AM-1:30PM,New York,40.633077,-73.886721,,
Food Pantry,CHILDREN OF THE LIGHT INTERNATIONAL MINISTRIES INC ,347-794-4130,1171 EAST 95TH STREET,Brooklyn,11236,"Monday,Wednesday,Friday,Saturday",10AM-3PM,New York,40.6422337,-73.9017633,,
Food Pantry,CHURCH OF GOD ,718 346-4897,627-29 REMSEN AVE,Brooklyn,11236,Saturday,12-2:30PM,New York,40.6538678,-73.9211637,,
FPK, HEBREW EDUCATIONAL SOCIETY ,718-241-3000,9502 SEAVIEW AVENUE,Brooklyn,11236,"Monday,Wednesday,Thursday/Tuesday/Sunday",9A-2P/1-6PM/12-2PM,New York,40.6324982,-73.8906667,,
Food Pantry,INTERNATIONAL PENTECOSTAL CITY MISSION ,718 342-9005,9202-14 CHURCH AVE,Brooklyn,11236,Saturday,11AM-1PM,New York,,,,
Food Pantry,OUR LADY OF MIRACLES-CANARSIE CLUSTER CENTER ,718-257-2400,757 EAST 86TH STREET,Brooklyn,11236,Saturday,10-11:30AM,New York,40.6388358,-73.9091383,,
Food Pantry,REDEEMED CHRISTIAN CHURCH OF GOD INTERNATIONAL CHAPEL ,347-955-4403,781 EAST 93RD STREET,Brooklyn,11236,Saturday,12-2PM,New York,40.649259,-73.9118517,,
Food Pantry,CCC NEW YORK PARISH FOOD PANTRY OUTREACH PROGRAM ,718-366-8065,1380 JEFFERSON AVENUE,Brooklyn,11237,Saturday,10AM-2PM,New York,40.6945531,-73.9096596,,
